location,city,price_total_inr,price_per_sqft,area_sqft,BHK
Ekta Greenville Villa,nashik,6900000.0,4646.0,1485.0,2
Samraat Tropicano,nashik,6100000.0,6040.0,1010.0,2
Gajra Avenue,nashik,4000000.0,3460.0,1200.0,3
Vista Phase II,nashik,6500000.0,5000.0,1000.0,5
ABH Treeland,nashik,13799999.999999998,8118.0,1150.0,4
Ekta Greenville,nashik,3800000.0,3455.0,900.0,1
Karda Hari Vishwa,nashik,7200000.0,5125.0,1405.0,3
Garden County,nashik,5000000.0,5025.0,995.0,1
Samraat Gokuldham,nashik,6600000.0,6000.0,800.0,1
Samraat Apna Ghar,nashik,4500000.0,5515.0,816.0,1
Ashoka Royale,nashik,6000000.0,6250.0,1000.0,4
Karda Hari Vihar I,nashik,4800000.0,4259.0,1127.0,2
Peninsula Ashok Astoria,nashik,6600000.0,4889.0,1150.0,4
Shree Prakash Residency,nashik,4100000.0,4940.0,622.0,1
Gajra Anmol Apartment,nashik,4600000.0,4646.0,750.0,1
Shyam Vista,nashik,4800000.0,5333.0,750.0,1
Bishnoi Residency,nashik,3500000.0,4167.0,588.0,1
Nayantara Presidency,nashik,5300000.0,4173.0,1270.0,2
Shreeji Pinnacle,nashik,3800000.0,3800.0,700.0,1
ashoka Atharva Heights,nashik,3750000.0,4386.0,855.0,1
Samnani Ishwar Prestige,nashik,12500000.0,7353.0,1450.0,3
Deven Parijat,aurangabad,2900000.0,4056.0,645.0,1
Apratim Vaastu,aurangabad,4300000.0,4526.0,950.0,1
Township Sainik Vihar,aurangabad,3300000.0,4628.330995792427,713.0,1
Kasliwal Marvel Tapadia Town,aurangabad,13000000.0,8125.0,1500.0,2
Tirumala Hill,aurangabad,7200000.0,6857.0,750.0,1
Manjeet Pride,aurangabad,4000000.0,5865.0,682.0,1
JP Heights,aurangabad,2900000.0,4833.0,549.0,1
Gayatri Vaishnaoi Eternis,mysore,7200000.0,6943.105110896818,1037.0,5
Vinyasa Bharati,mysore,8000000.0,6667.0,1000.0,5
Gayatri Vaishnaoi Eternis,mysore,7500000.0,7232.0,1037.0,3
Brigade Topaz,mysore,14500000.0,8907.0,1628.0,4
Prithvi Lifestyle,mysore,10300000.0,8000.0,1200.0,2
Santhosh Dhruvatara,mysore,8000000.0,6667.0,1200.0,2
Trendz Whispering Woods,mysore,4200000.0,5122.0,820.0,1
Zuari Garden City,mysore,4400000.0,5867.0,750.0,1
Shubham Diwans,mysore,7500000.0,6351.0,1181.0,3
Suvarna Millennium,mysore,13000000.0,8125.0,1450.0,4
Brigade Topaz,mysore,10500000.0,8294.0,1266.0,5
Shriram Purnashri,mysore,7500000.0,5678.0,1001.0,5
Brigade Topaz,mysore,14000000.0,8685.0,1018.0,4
Brigade Sapphire,mysore,8500000.0,8845.0,961.0,1
Casagrand Majestica,chennai,12900000.0,6100.0,2117.0,2
TVS Emerald Udyana Phase III,chennai,13100000.0,7139.0,1839.0,2
Godrej Azure,chennai,15900000.0,8154.0,1950.0,5
Incor PBEL City,chennai,9440000.0,6888.0,1370.0,4
Doshi Risington,chennai,15300000.0,9615.0,1599.0,3
Nutech Elevate 21,chennai,21100000.0,12002.0,1764.0,4
Rajparis Blue Jewel,chennai,22700000.0,8193.0,1657.0,5
Rohaan Daisy Garden,chennai,7620000.0,6999.0,1088.0,3
Eeshanyas Classic Meadows,coimbatore,15500000.0,6982.0,2220.0,2
Radiance Riverwoods,coimbatore,11200000.000000002,7093.0,1137.0,4
Radiance Imperia,coimbatore,22700000.0,7860.0,2888.0,2
Pinnacle Pavilion,coimbatore,25200000.0,10080.0,1789.0,4
Star Paradise,coimbatore,6200000.0,5391.0,850.0,1
Sree Dakshas Macie,coimbatore,16000000.0,8954.0,1324.0,3
Radiance Imperia,coimbatore,32100000.0,7700.0,4174.0,3
Gandhimanagar,coimbatore,7000000.0,5443.0,900.0,1
Oak Canopy,coimbatore,8830000.0,6950.0,1270.0,2
Marutham Coconut Grove,coimbatore,5550000.0,5206.0,700.0,1
Casagrand Eternia II,coimbatore,4600000.0,7256.0,700.0,1
Coral Ennar,coimbatore,10800000.0,6725.0,1616.0,3
Sree Dakshas Atulaniya,coimbatore,13799999.999999998,8061.0,1712.0,2
VSK Ashwattha Apartment,coimbatore,9500000.0,6795.0,901.0,1
Incor Lake City,hyderabad,10900000.0,5997.0,1828.0,3
The Marquise,hyderabad,59900000.0,11453.0,5235.0,3
Brigade Gateway,hyderabad,54500000.0,17706.0,3078.0,2
Ramky One Symphony,hyderabad,12200000.0,7700.0,1585.0,4
Tridasa Rise,hyderabad,15300000.0,7200.0,2134.0,2
Muppas Melody,hyderabad,13100000.0,7944.0,1655.0,5
Rajapushpa Skyra,hyderabad,32900000.0,10499.0,3140.0,3
Brigade Gateway,hyderabad,54500000.0,17706.0,3078.0,4
Lansum El Palacio,hyderabad,18500000.0,7999.0,2320.0,2
Prestige Spring Heights,hyderabad,17700000.0,8430.0,2100.0,5
Brigade Gateway,hyderabad,54500000.0,17706.0,3078.0,5
Aparna Newlands,hyderabad,14200000.0,9649.0,1475.0,4
Brigade Gateway,hyderabad,54500000.0,17706.0,3078.0,4
Rajapushpa Pristinia,hyderabad,27700000.0,9233.0,3000.0,5
Candeur Lakescape,hyderabad,15200000.0,9471.0,1607.0,4
Rubrick Tripura,hyderabad,10200000.0,5566.0,1850.0,4
Makuta Nirvana,hyderabad,11500000.0,5456.0,2114.0,4
Nikhila Royal Pavilion,hyderabad,18200000.0,5837.0,3135.0,3
Altitudes By DSR,hyderabad,17300000.0,7599.0,2278.0,4
Brigade Gateway,hyderabad,58700000.0,15000.0,3917.0,2
Fuzen Park Edge,hyderabad,9440000.0,5200.0,1815.0,3
Ramky One Symphony,hyderabad,12200000.0,7700.0,1585.0,5
Brigade Gateway,hyderabad,49000000.0,15977.0,3067.0,4
Rajapushpa Sierra,hyderabad,18300000.0,7199.0,2555.0,3
Sumadhuras Gardens By The Brook,hyderabad,13700000.000000002,8177.0,1680.0,5
Rubrick Tripura,hyderabad,10200000.0,5566.0,1850.0,3
Aparna Zenon,hyderabad,18100000.0,11963.0,990.0,1
Indo Eco O2 Zone Villas,hyderabad,20300000.0,6875.0,2958.0,3
Kesineni Northscape,hyderabad,16399999.999999998,6990.0,2360.0,5
Omsree Skypark,hyderabad,16700000.0,7500.0,2235.0,5
Skanda Avenues,hyderabad,10600000.0,5358.0,1989.0,5
Godrej Madison Avenue,hyderabad,37700000.0,12305.0,3067.0,5
Lansum Encanto,hyderabad,41200000.0,9987.0,4130.0,5
Ramky One Harmony,hyderabad,11700000.0,7350.0,1595.0,3
Sri Jagathswapna Spanesta,hyderabad,27600000.0,7099.0,3900.0,4
Bommarillu Nandanavanam,hyderabad,8030000.0,5100.0,1575.0,4
Team4 Arka,hyderabad,27300000.0,11300.0,2420.0,3
Sobha Marina One,kochi,30000000.0,13078.0,2294.0,4
Sobha Marina One,kochi,37000000.0,14665.0,2523.0,3
Candlewood,kochi,7000000.0,6034.0,1160.0,3
TATA Tritvam,kochi,30000000.0,13123.0,1600.0,2
Sobha Marina One,kochi,30000000.0,12087.0,1824.0,2
Skyline Gateway,kochi,11000000.0,8800.0,1250.0,4
Gokulam Aditya,kochi,4200000.0,4421.0,850.0,1
Olive Courtyard,kochi,9000000.0,5678.0,1110.0,3
Royal Garden,kochi,6000000.0,4444.0,1350.0,4
Kent Oakville,kochi,12500000.0,6944.0,1500.0,3
NCC Urban Senate,kochi,13600000.000000002,8134.0,1475.0,3
Green Vistas Prakrriti,kochi,9200000.0,5437.0,1680.0,2
Green Vistas Prakrriti,kochi,7800000.0,5914.0,1319.0,2
Infra Prosper,kochi,5500000.0,4876.0,1128.0,4
Sobha Ridge Whispering Hill,trivandrum,20800000.0,11886.0,1450.0,5
Sobha Ridge Whispering Hill,trivandrum,21300000.0,12171.0,1750.0,3
Olive Cressida,trivandrum,10000000.0,5896.0,1696.0,3
Confident Phoenix III,trivandrum,5000000.0,4587.0,850.0,1
SFS Stanford,trivandrum,8500000.0,5655.0,1503.0,5
Confident Zenith,trivandrum,3900000.0,4699.0,700.0,1
Artech Life Spaces,trivandrum,12000000.0,7571.0,1041.0,5
Condor Cyber Gardens Carnations,trivandrum,15000000.0,8721.0,1720.0,2
Confident Zenith,trivandrum,4300000.0,5150.0,750.0,1
Muthoot Homez Kowdiar,trivandrum,19900000.0,8604.0,1800.0,4
Nikunjam I Park,trivandrum,14200000.0,7639.0,1859.0,3
Asset Signature Phase 1,trivandrum,5500000.0,3929.0,1200.0,2
Sobha Ridge Whispering Hill,trivandrum,19200000.0,10971.0,1600.0,2
Sobha Silver Estate,thrissur,27200000.000000004,10409.0,2613.0,5
Sobha Metropolis,thrissur,19600000.0,11005.0,1781.0,2
federal residency,thrissur,5270000.0,4199.203187250996,1255.0,3
Parkland Silver Oak,thrissur,5400000.0,4909.0,1100.0,5
Confident Orion,thrissur,4950000.0,4500.0,1100.0,3
Sobha Metropolis,thrissur,20000000.0,9560.0,1215.0,5
Sapthavarna Souparnika Regency,thrissur,5000000.0,4000.0,1250.0,5
The Eyrie,thrissur,9450000.0,5855.0,1614.0,2
DD Majestic Mount,kottayam,5250000.0,4981.0,1054.0,4
Asset Chrisabelle,kottayam,12700000.0,7204.0,1763.0,4
Jewel Cape Town,kottayam,9780000.0,5589.0,1365.0,5
Jewel Water Lilly,kottayam,5500000.0,3929.0,1400.0,4
