location,city,price,area_sqft,bhk,price_per_sqft,wealth_buying,wealth_renting,decision
Builders Consortium Tridev Ekam,cuttack,11900000.0,1051.0,5,6670.0,5431368.92,19156347.26,RENTING is financially better
Metro Manorma Complex,cuttack,11000000.0,1390.0,3,7914.0,5020593.12,15255151.24,RENTING is financially better
AcreRise AZURE,cuttack,9000000.0,850.0,1,6048.0,4107758.0,16849498.92,RENTING is financially better
Mahadev Greens,cuttack,10000000.0,866.0,1,5794.0,4564175.56,18068025.64,RENTING is financially better
Acrerise Aura,cuttack,6970000.0,900.0,1,5016.0,3181230.37,13721342.49,RENTING is financially better
Diamond City By Eastern Estate Construction & Developers Pvt. Ltd.,cuttack,8080000.0,785.0,1,6800.0,3687853.85,16127467.81,RENTING is financially better
Triveni Sri Ramdeo Garden,ranchi,5370000.0,1450.0,3,3700.0,2450962.28,7203836.56,RENTING is financially better
Vikramsila Garden,ranchi,7080000.0,1539.0,5,4600.0,3231436.3,8798352.77,RENTING is financially better
Sushila Sadan,ranchi,10000000.0,1550.0,3,6452.0,4564175.56,12639918.62,RENTING is financially better
Vikramshila Vatika,ranchi,7700000.0,1770.0,2,4350.0,3514415.18,7799386.26,RENTING is financially better
Global Platinum,ranchi,8000000.0,1200.0,5,6154.0,3651340.45,12726458.78,RENTING is financially better
Balaji enclave,ranchi,4500000.0,1100.0,4,4090.909090909091,2053879.0,8810791.72,RENTING is financially better
Lucky Buildcon Dream Tower,ranchi,8500000.0,1550.0,3,5484.0,3879549.23,10621668.63,RENTING is financially better
Genesis,ranchi,11000000.0,1777.0,2,6190.0,5020593.12,12183985.43,RENTING is financially better
Triveni Nilu Enclave,ranchi,4860000.0,950.0,1,3596.0,2218189.32,10485546.06,RENTING is financially better
Dwaraka Dham Apartments,ranchi,7300000.0,1538.0,5,4746.0,3331848.16,9102298.59,RENTING is financially better
Tripti Apartment,ranchi,9000000.0,1000.0,4,7500.0,4107758.0,15659124.57,RENTING is financially better
Kashish Sail City,ranchi,8000000.0,1200.0,4,5079.0,3651340.45,12726458.78,RENTING is financially better
NK Oak Forest,ranchi,11500000.0,2005.0,4,5736.0,5248801.89,11047366.41,RENTING is financially better
Vimal Shyam Vihar,ranchi,9000000.0,1600.0,3,5625.0,4107758.0,10897627.18,RENTING is financially better
Shalimar Bagh,ranchi,6000000.0,1240.0,5,4000.0,2738505.34,9718025.64,RENTING is financially better
Vastu Sushila Garden,ranchi,11000000.0,2015.0,5,5500.0,5020593.12,10295258.13,RENTING is financially better
Mansarovar Priya Enclave,ranchi,6800000.0,1700.0,5,4000.0,3103639.38,7143944.3,RENTING is financially better
Nisith Palm Arin Garden,ranchi,7709999.999999999,1835.0,3,4200.0,3518979.36,7297012.38,RENTING is financially better
JAYSRI Green City,ranchi,6340000.0,1152.0,5,5500.0,2893687.31,10873848.59,RENTING is financially better
Sharda Green,ranchi,8400000.0,1648.0,2,5100.0,3833907.47,9709407.39,RENTING is financially better
R K Faii Residency,ranchi,14200000.0,2033.0,2,7000.0,6481129.3,14458013.17,RENTING is financially better
Palm Vista Forest by Nisith Keshari Construction,ranchi,8760000.0,1990.0,2,4400.0,3998217.79,7479733.88,RENTING is financially better
ARYAN ASHRAY,ranchi,5490000.0,1568.0,5,3500.0,2505732.38,6428868.74,RENTING is financially better
Jagannath Gardens,ranchi,6260000.0,1390.0,4,4500.0,2857173.9,8877481.29,RENTING is financially better
NK Oak Forest,ranchi,11700000.0,1955.0,2,6000.0,5340085.41,11713257.86,RENTING is financially better
Rose Avenue,ranchi,8490000.0,1845.0,4,4599.0,3874985.05,8267144.08,RENTING is financially better
Oceanik Empire,ranchi,8159999.999999999,1700.0,4,4800.0,3724367.26,8973824.29,RENTING is financially better
Ashiana Anantara,jamshedpur,8600000.0,1196.0,4,6056.0,3925190.98,13565502.09,RENTING is financially better
Swarna Palace,jamshedpur,6000000.0,1390.0,5,4317.0,2738505.34,8527651.29,RENTING is financially better
ATC Extension by Aastha Group,jamshedpur,6300000.0,1551.0,3,4062.0,2875430.6,7653632.83,RENTING is financially better
Shree Triveni Imperial,jamshedpur,4770000.0,1021.0,3,4672.0,2177111.74,9801007.2,RENTING is financially better
City Palace,jamshedpur,4400000.0,900.0,1,4356.0,2008237.25,10263407.51,RENTING is financially better
Maya Heritage,jamshedpur,12500000.0,1623.0,2,7702.0,5705219.45,15424353.08,RENTING is financially better
H B Apartment,jamshedpur,4000000.0,925.0,1,3721.0,1825670.22,9526811.79,RENTING is financially better
Chandra Niwas,jamshedpur,5000000.0,1000.0,5,5000.0,2282087.78,10277124.61,RENTING is financially better
Kay Pee Enclave,jamshedpur,5100000.0,875.0,1,4670.0,2327729.54,11403653.23,RENTING is financially better
Srinath Rock Garden,jamshedpur,3800000.0,831.0,1,4572.80385078219,1734386.71,10003679.72,RENTING is financially better
Aastha Twin City,jamshedpur,7100000.0,1497.0,5,4743.0,3240564.65,9158567.58,RENTING is financially better
Ram Niketan,raipur,3500000.0,1045.0,4,3349.0,1597461.45,7901762.32,RENTING is financially better
Sachdev Salasar Greens,raipur,5010000.0,1000.0,5,3500.0,2286651.96,10290579.61,RENTING is financially better
Raheja Nirwana,raipur,16900000.0,3800.0,3,7860.0,7713456.7,4068253.33,BUYING is financially better
Pioneer Green Land,raipur,4200000.0,953.0,1,4407.13536201469,1916953.74,9573708.58,RENTING is financially better
CG Housing Board Colony,raipur,2500000.0,792.0,1,3156.5656565656564,1141043.89,8564027.06,RENTING is financially better
RS Empressia Elite,raipur,3310000.0,1015.0,3,3262.0,1510742.11,7884192.19,RENTING is financially better
G T Natura,raipur,3300000.0,1200.0,4,2750.0,1506177.93,6402608.83,RENTING is financially better
Ashoka Royale,raipur,9100000.0,2291.0,5,3972.0,4153399.76,5548519.35,RENTING is financially better
Harshit Landmark,raipur,2800000.0,600.0,1,3883.0,1277969.16,10491356.23,RENTING is financially better
Bajrang Delmark Vedanta City,raipur,3500000.0,1500.0,2,2333.0,1597461.45,4290960.13,RENTING is financially better
Vrindawan Gardens,raipur,1950000.0,895.0,1,1773.0,890014.23,7006611.68,RENTING is financially better
Celeno Paradise,raipur,3700000.0,1045.0,4,3541.0,1688744.96,8170862.32,RENTING is financially better
Sai vihar,raipur,2700000.0,850.0,1,2571.0,1232327.4,8372848.98,RENTING is financially better
Swarnima Era,bilaspur,5350000.0,959.0,1,4990.0,2441833.92,11073418.59,RENTING is financially better
TATTVA APAS,nagpur,5400000.0,1200.0,3,4500.0,2464654.8,9228158.81,RENTING is financially better
Dhuni ARCTIC,nagpur,7890000.000000001,1775.0,2,4444.0,3601134.52,8015352.12,RENTING is financially better
TATTVA APAS,nagpur,5400000.0,1200.0,4,4500.0,2464654.8,9228158.81,RENTING is financially better
TATTVA APAS,nagpur,5430000.0,1206.0,3,4502.0,2478347.33,9220908.83,RENTING is financially better
Shree Siddheshwar Nagar 2,nagpur,8000000.0,1518.0,2,5270.0,3651340.45,10202865.16,RENTING is financially better
MB Town 4 Phase 1,nagpur,3400000.0,1000.0,3,3400.0,1551819.69,8124324.63,RENTING is financially better
Sharma Narmada Residency,nagpur,3910000.0,1222.0,4,3200.0,1784592.64,7048775.59,RENTING is financially better
K Square Nerium,nagpur,5000000.0,1200.0,5,4167.0,2282087.78,8689958.81,RENTING is financially better
Advik Buildsworth The One World,nagpur,6120000.0,1200.0,5,5100.0,2793275.44,10196918.8,RENTING is financially better
TATTVA APAS,nagpur,7330000.0,1629.0,5,4500.0,3345540.69,8420503.15,RENTING is financially better
Anjani Exotica,nagpur,8490000.0,1697.0,2,5000.0,3874985.05,9441646.77,RENTING is financially better
Aakar Millenium,nashik,7500000.0,810.0,1,6039.0,3423131.67,15148682.09,RENTING is financially better
Shree Tirumala Anmol,nashik,4500000.0,565.0,1,5590.0,2053879.0,13056460.22,RENTING is financially better
Maitreya Pandav Van,nashik,11000000.0,1750.0,2,5366.0,5020593.12,12398252.81,RENTING is financially better
Nirmans Vrindavan Gardens,nashik,3000000.0,764.0,1,3927.0,1369252.67,9458980.27,RENTING is financially better
ABH Treeland,nashik,8000000.0,733.0,1,7782.0,3651340.45,16432490.92,RENTING is financially better
Ekta Greenville Villa,nashik,6900000.0,1485.0,2,4646.0,3149281.14,8984697.53,RENTING is financially better
Samraat Tropicano,nashik,6100000.0,1010.0,2,6040.0,2784147.09,11677816.31,RENTING is financially better
Gajra Avenue,nashik,4000000.0,1200.0,3,3460.0,1825670.22,7344458.82,RENTING is financially better
Vista Phase II,nashik,6500000.0,1000.0,5,5000.0,2966714.11,12295374.59,RENTING is financially better
ABH Treeland,nashik,13799999.999999998,1150.0,4,8118.0,6298562.27,20927150.17,RENTING is financially better
Ekta Greenville,nashik,3800000.0,900.0,1,3455.0,1734386.71,9456107.52,RENTING is financially better
Karda Hari Vishwa,nashik,7200000.0,1405.0,3,5125.0,3286206.4,10023213.85,RENTING is financially better
Garden County,nashik,5000000.0,995.0,1,5025.0,2282087.78,10316803.75,RENTING is financially better
Samraat Gokuldham,nashik,6600000.0,800.0,1,6000.0,3012355.87,14017090.39,RENTING is financially better
Samraat Apna Ghar,nashik,4500000.0,816.0,1,5515.0,2053879.0,11064567.15,RENTING is financially better
Ashoka Royale,nashik,6000000.0,1000.0,4,6250.0,2738505.34,11622624.6,RENTING is financially better
Karda Hari Vihar I,nashik,4800000.0,1127.0,2,4259.0,2190804.27,9000174.33,RENTING is financially better
Peninsula Ashok Astoria,nashik,6600000.0,1150.0,4,4889.0,3012355.87,11239550.25,RENTING is financially better
Shree Prakash Residency,nashik,4100000.0,622.0,1,4940.0,1871311.98,12065917.97,RENTING is financially better
Gajra Anmol Apartment,nashik,4600000.0,750.0,1,4646.0,2099520.76,11722881.86,RENTING is financially better
Shyam Vista,nashik,4800000.0,750.0,1,5333.0,2190804.27,11991981.86,RENTING is financially better
Bishnoi Residency,nashik,3500000.0,588.0,1,4167.0,1597461.45,11528436.17,RENTING is financially better
Nayantara Presidency,nashik,5300000.0,1270.0,2,4173.0,2419013.05,8538100.78,RENTING is financially better
Shreeji Pinnacle,nashik,3800000.0,700.0,1,3800.0,1734386.71,11043273.32,RENTING is financially better
ashoka Atharva Heights,nashik,3750000.0,855.0,1,4386.0,1711565.84,9745944.82,RENTING is financially better
Samnani Ishwar Prestige,nashik,12500000.0,1450.0,3,7353.0,5705219.45,16797251.49,RENTING is financially better
Deven Parijat,aurangabad,2900000.0,645.0,1,4056.0,1323610.91,10268793.92,RENTING is financially better
Apratim Vaastu,aurangabad,4300000.0,950.0,1,4526.0,1962595.49,9732066.07,RENTING is financially better
Township Sainik Vihar,aurangabad,3300000.0,713.0,1,4628.330995792427,1506177.93,10267357.54,RENTING is financially better
Kasliwal Marvel Tapadia Town,aurangabad,13000000.0,1500.0,2,8125.0,5933428.23,17073210.04,RENTING is financially better
Tirumala Hill,aurangabad,7200000.0,750.0,1,6857.0,3286206.4,15221181.83,RENTING is financially better
Manjeet Pride,aurangabad,4000000.0,682.0,1,5865.0,1825670.22,11455218.24,RENTING is financially better
JP Heights,aurangabad,2900000.0,549.0,1,4833.0,1323610.91,11030633.5,RENTING is financially better
Gayatri Vaishnaoi Eternis,mysore,7200000.0,1037.0,5,6943.105110896818,3286206.4,12943598.91,RENTING is financially better
Vinyasa Bharati,mysore,8000000.0,1000.0,5,6667.0,3651340.45,14313624.58,RENTING is financially better
Gayatri Vaishnaoi Eternis,mysore,7500000.0,1037.0,3,7232.0,3423131.67,13347248.91,RENTING is financially better
Brigade Topaz,mysore,14500000.0,1628.0,4,8907.0,6618054.56,18075673.91,RENTING is financially better
Prithvi Lifestyle,mysore,10300000.0,1200.0,2,8000.0,4701100.83,15821108.76,RENTING is financially better
Santhosh Dhruvatara,mysore,8000000.0,1200.0,2,6667.0,3651340.45,12726458.78,RENTING is financially better
Trendz Whispering Woods,mysore,4200000.0,820.0,1,5122.0,1916953.74,10629173.83,RENTING is financially better
Zuari Garden City,mysore,4400000.0,750.0,1,5867.0,2008237.25,11453781.86,RENTING is financially better
Shubham Diwans,mysore,7500000.0,1181.0,3,6351.0,3423131.67,12204489.54,RENTING is financially better
Suvarna Millennium,mysore,13000000.0,1450.0,4,8125.0,5933428.23,17470001.48,RENTING is financially better
Brigade Topaz,mysore,10500000.0,1266.0,5,8294.0,4792384.34,15566444.04,RENTING is financially better
Shriram Purnashri,mysore,7500000.0,1001.0,5,5678.0,3423131.67,13632938.75,RENTING is financially better
Brigade Topaz,mysore,14000000.0,1018.0,4,8685.0,6389845.78,22243779.6,RENTING is financially better
Brigade Sapphire,mysore,8500000.0,961.0,1,8845.0,3879549.23,15295871.9,RENTING is financially better
Casagrand Majestica,chennai,12900000.0,2117.0,2,6100.0,5887786.47,12042253.55,RENTING is financially better
TVS Emerald Udyana Phase III,chennai,13100000.0,1839.0,2,7139.0,5979069.98,14517514.01,RENTING is financially better
Godrej Azure,chennai,15900000.0,1950.0,5,8154.0,7257039.14,17404036.96,RENTING is financially better
Incor PBEL City,chennai,9440000.0,1370.0,4,6888.0,4308581.73,13314887.84,RENTING is financially better
Doshi Risington,chennai,15300000.0,1599.0,3,9615.0,6983188.61,19382212.94,RENTING is financially better
Nutech Elevate 21,chennai,21100000.0,1764.0,4,12002.0,9630410.43,25876701.1,RENTING is financially better
Rajparis Blue Jewel,chennai,22700000.0,1657.0,5,8193.0,10360678.52,28878634.79,RENTING is financially better
Rohaan Daisy Garden,chennai,7620000.0,1088.0,3,6999.0,3477901.78,13103981.63,RENTING is financially better
Eeshanyas Classic Meadows,coimbatore,15500000.0,2220.0,2,6982.0,7074472.12,14723163.14,RENTING is financially better
Radiance Riverwoods,coimbatore,11200000.000000002,1137.0,4,7093.0,5111876.63,17532015.98,RENTING is financially better
Radiance Imperia,coimbatore,22700000.0,2888.0,2,7860.0,10360678.52,19109629.31,RENTING is financially better
Pinnacle Pavilion,coimbatore,25200000.0,1789.0,4,10080.0,11501722.41,31194855.34,RENTING is financially better
Star Paradise,coimbatore,6200000.0,850.0,1,5391.0,2829788.85,13082098.94,RENTING is financially better
Sree Dakshas Macie,coimbatore,16000000.0,1324.0,3,8954.0,7302680.9,22506415.91,RENTING is financially better
Radiance Imperia,coimbatore,32100000.0,4174.0,3,7700.0,14651003.55,21551853.14,RENTING is financially better
Gandhimanagar,coimbatore,7000000.0,900.0,1,5443.0,3194922.89,13761707.49,RENTING is financially better
Oak Canopy,coimbatore,8830000.0,1270.0,2,6950.0,4030167.02,13287715.74,RENTING is financially better
Marutham Coconut Grove,coimbatore,5550000.0,700.0,1,5206.0,2533117.44,13397898.3,RENTING is financially better
Casagrand Eternia II,coimbatore,4600000.0,700.0,1,7256.0,2099520.76,12119673.31,RENTING is financially better
Coral Ennar,coimbatore,10800000.0,1616.0,3,6725.0,4929309.61,13192553.9,RENTING is financially better
Sree Dakshas Atulaniya,coimbatore,13799999.999999998,1712.0,2,8061.0,6298562.27,16467214.28,RENTING is financially better
VSK Ashwattha Apartment,coimbatore,9500000.0,901.0,1,6795.0,4335966.78,17117521.63,RENTING is financially better
Incor Lake City,hyderabad,10900000.0,1828.0,3,5997.0,4974951.36,11644708.15,RENTING is financially better
The Marquise,hyderabad,59900000.0,5235.0,3,11453.0,27339411.61,50536838.3,RENTING is financially better
Brigade Gateway,hyderabad,54500000.0,3078.0,2,17706.0,24874756.8,60388721.48,RENTING is financially better
Ramky One Symphony,hyderabad,12200000.0,1585.0,4,7700.0,5568294.18,15322264.58,RENTING is financially better
Tridasa Rise,hyderabad,15300000.0,2134.0,2,7200.0,6983188.61,15136544.44,RENTING is financially better
Muppas Melody,hyderabad,13100000.0,1655.0,5,7944.0,5979069.98,15977706.54,RENTING is financially better
Rajapushpa Skyra,hyderabad,32900000.0,3140.0,3,10499.0,15016137.59,30833900.3,RENTING is financially better
Brigade Gateway,hyderabad,54500000.0,3078.0,4,17706.0,24874756.8,60388721.48,RENTING is financially better
Lansum El Palacio,hyderabad,18500000.0,2320.0,2,7999.0,8443724.79,17966080.21,RENTING is financially better
Prestige Spring Heights,hyderabad,17700000.0,2100.0,5,8430.0,8078590.74,18635562.6,RENTING is financially better
Brigade Gateway,hyderabad,54500000.0,3078.0,5,17706.0,24874756.8,60388721.48,RENTING is financially better
Aparna Newlands,hyderabad,14200000.0,1475.0,4,9649.0,6481129.3,18886205.75,RENTING is financially better
Brigade Gateway,hyderabad,54500000.0,3078.0,4,17706.0,24874756.8,60388721.48,RENTING is financially better
Rajapushpa Pristinia,hyderabad,27700000.0,3000.0,5,9233.0,12642766.3,24948316.41,RENTING is financially better
Candeur Lakescape,hyderabad,15200000.0,1607.0,4,9471.0,6937546.85,19184176.31,RENTING is financially better
Rubrick Tripura,hyderabad,10200000.0,1850.0,4,5566.0,4655459.07,10528269.92,RENTING is financially better
Makuta Nirvana,hyderabad,11500000.0,2114.0,4,5456.0,5248801.89,10182361.05,RENTING is financially better
Nikhila Royal Pavilion,hyderabad,18200000.0,3135.0,3,5837.0,8306799.52,11094729.59,RENTING is financially better
Altitudes By DSR,hyderabad,17300000.0,2278.0,4,7599.0,7896023.72,16684785.04,RENTING is financially better
Brigade Gateway,hyderabad,58700000.0,3917.0,2,15000.0,26791710.54,59381660.92,RENTING is financially better
Fuzen Park Edge,hyderabad,9440000.0,1815.0,3,5200.0,4308581.73,9783443.94,RENTING is financially better
Ramky One Symphony,hyderabad,12200000.0,1585.0,5,7700.0,5568294.18,15322264.58,RENTING is financially better
Brigade Gateway,hyderabad,49000000.0,3067.0,4,15977.0,22364460.25,53075765.65,RENTING is financially better
Rajapushpa Sierra,hyderabad,18300000.0,2555.0,3,7199.0,8352441.28,15832060.4,RENTING is financially better
Sumadhuras Gardens By The Brook,hyderabad,13700000.000000002,1680.0,5,8177.0,6252920.52,16586610.81,RENTING is financially better
Rubrick Tripura,hyderabad,10200000.0,1850.0,3,5566.0,4655459.07,10528269.92,RENTING is financially better
Aparna Zenon,hyderabad,18100000.0,990.0,1,11963.0,8261157.76,27982532.77,RENTING is financially better
Indo Eco O2 Zone Villas,hyderabad,20300000.0,2958.0,3,6875.0,9265276.39,15324921.3,RENTING is financially better
Kesineni Northscape,hyderabad,16399999.999999998,2360.0,5,6990.0,7485247.92,14823097.07,RENTING is financially better
Omsree Skypark,hyderabad,16700000.0,2235.0,5,7500.0,7622173.19,16218725.69,RENTING is financially better
Skanda Avenues,hyderabad,10600000.0,1989.0,5,5358.0,4838026.09,9963389.69,RENTING is financially better
Godrej Madison Avenue,hyderabad,37700000.0,3067.0,5,12305.0,17206941.86,37871615.77,RENTING is financially better
Lansum Encanto,hyderabad,41200000.0,4130.0,5,9987.0,18804403.31,34145079.52,RENTING is financially better
Ramky One Harmony,hyderabad,11700000.0,1595.0,3,7350.0,5340085.41,14570156.3,RENTING is financially better
Sri Jagathswapna Spanesta,hyderabad,27600000.0,3900.0,4,7099.0,12597124.55,17671520.32,RENTING is financially better
Bommarillu Nandanavanam,hyderabad,8030000.0,1575.0,4,5100.0,3665032.98,9790887.91,RENTING is financially better
Team4 Arka,hyderabad,27300000.0,2420.0,3,11300.0,12460199.28,29012897.22,RENTING is financially better
Sobha Marina One,kochi,30000000.0,2294.0,4,13078.0,13692526.68,33645661.65,RENTING is financially better
Sobha Marina One,kochi,37000000.0,2523.0,3,14665.0,16887449.57,41246856.74,RENTING is financially better
Candlewood,kochi,7000000.0,1160.0,3,6034.0,3194922.89,11698391.95,RENTING is financially better
TATA Tritvam,kochi,30000000.0,1600.0,2,13123.0,13692526.68,39153126.96,RENTING is financially better
Sobha Marina One,kochi,30000000.0,1824.0,2,12087.0,13692526.68,37375501.27,RENTING is financially better
Skyline Gateway,kochi,11000000.0,1250.0,4,8800.0,5020593.12,16366167.3,RENTING is financially better
Gokulam Aditya,kochi,4200000.0,850.0,1,4421.0,1916953.74,10391098.96,RENTING is financially better
Olive Courtyard,kochi,9000000.0,1110.0,3,5678.0,4107758.0,14786183.38,RENTING is financially better
Royal Garden,kochi,6000000.0,1350.0,4,4444.0,2738505.34,8845084.45,RENTING is financially better
Kent Oakville,kochi,12500000.0,1500.0,3,6944.0,5705219.45,16400460.04,RENTING is financially better
NCC Urban Senate,kochi,13600000.000000002,1475.0,3,8134.0,6207278.76,18078905.75,RENTING is financially better
Green Vistas Prakrriti,kochi,9200000.0,1680.0,2,5437.0,4199041.52,10531860.86,RENTING is financially better
Green Vistas Prakrriti,kochi,7800000.0,1319.0,2,5914.0,3560056.94,11512995.13,RENTING is financially better
Infra Prosper,kochi,5500000.0,1128.0,4,4876.0,2510296.56,9934088.49,RENTING is financially better
Sobha Ridge Whispering Hill,trivandrum,20800000.0,1450.0,5,11886.0,9493485.17,27964901.41,RENTING is financially better
Sobha Ridge Whispering Hill,trivandrum,21300000.0,1750.0,3,12171.0,9721693.94,26256902.71,RENTING is financially better
Olive Cressida,trivandrum,10000000.0,1696.0,3,5896.0,4564175.56,11481287.58,RENTING is financially better
Confident Phoenix III,trivandrum,5000000.0,850.0,1,4587.0,2282087.78,11467498.96,RENTING is financially better
SFS Stanford,trivandrum,8500000.0,1503.0,5,5655.0,3879549.23,10994652.59,RENTING is financially better
Confident Zenith,trivandrum,3900000.0,700.0,1,4699.0,1780028.47,11177823.32,RENTING is financially better
Artech Life Spaces,trivandrum,12000000.0,1041.0,5,7571.0,5477010.67,19370255.55,RENTING is financially better
Condor Cyber Gardens Carnations,trivandrum,15000000.0,1720.0,2,8721.0,6846263.34,18018327.64,RENTING is financially better
Confident Zenith,trivandrum,4300000.0,750.0,1,5150.0,1962595.49,11319231.86,RENTING is financially better
Muthoot Homez Kowdiar,trivandrum,19900000.0,1800.0,4,8604.0,9082709.37,23976411.27,RENTING is financially better
Nikunjam I Park,trivandrum,14200000.0,1859.0,3,7639.0,6481129.3,15838847.42,RENTING is financially better
Asset Signature Phase 1,trivandrum,5500000.0,1200.0,2,3929.0,2510296.56,9362708.81,RENTING is financially better
Sobha Ridge Whispering Hill,trivandrum,19200000.0,1600.0,2,10971.0,8763217.08,24621727.07,RENTING is financially better
Sobha Silver Estate,thrissur,27200000.000000004,2613.0,5,10409.0,12414557.52,27346732.23,RENTING is financially better
Sobha Metropolis,thrissur,19600000.0,1781.0,2,11005.0,8945784.1,23723542.02,RENTING is financially better
federal residency,thrissur,5270000.0,1255.0,3,4199.203187250996,2405320.52,8616773.22,RENTING is financially better
Parkland Silver Oak,thrissur,5400000.0,1100.0,5,4909.0,2464654.8,10021741.71,RENTING is financially better
Confident Orion,thrissur,4950000.0,1100.0,3,4500.0,2259266.9,9416266.71,RENTING is financially better
Sobha Metropolis,thrissur,20000000.0,1215.0,5,9560.0,9128351.12,28753421.23,RENTING is financially better
Sapthavarna Souparnika Regency,thrissur,5000000.0,1250.0,5,4000.0,2282087.78,8293167.36,RENTING is financially better
The Eyrie,thrissur,9450000.0,1614.0,2,5855.0,4313145.9,11392000.57,RENTING is financially better
DD Majestic Mount,kottayam,5250000.0,1054.0,4,4981.0,2396192.17,10184964.84,RENTING is financially better
Asset Chrisabelle,kottayam,12700000.0,1763.0,4,7204.0,5796502.96,14582437.02,RENTING is financially better
Jewel Cape Town,kottayam,9780000.0,1365.0,5,5589.0,4463763.7,13812036.98,RENTING is financially better
Jewel Water Lilly,kottayam,5500000.0,1400.0,4,3929.0,2510296.56,7775543.01,RENTING is financially better
